"variable","value","ROPE_lower","ROPE_upper","ROPE_prec","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail","rmse"
"TIA[2,1]",-0.37,-0.52,-0.22,0.3,-0.497829539492797,-0.500476155,0.447243393404186,0.442552156284,-1.2356164,0.232410242999998,1.00031381136469,8088.89978406162,6791.22529443395,0.465125833274195
"TIA[2,2]",-0.172,-0.272,-0.072,0.2,-0.521999425507717,-0.518626085,0.449468643481143,0.444569411496,-1.265663775,0.2193397845,1.00033245406709,8129.67486392859,5827.32808794618,0.569645860663296
"TIA[2,3]",-0.179,-0.279,-0.079,0.2,-0.472267340245428,-0.474628945,0.443750655779547,0.436535876679,-1.198189095,0.2640011475,1.00038436832722,7795.33776679312,6402.32941652074,0.531879462875606
"TIA[2,4]",-0.515,-0.715,-0.315,0.4,-0.59720010073279,-0.594218695,0.449311568290563,0.442057827792,-1.340025935,0.142638291,1.00030059783232,8047.64892152018,6547.33615232326,0.456741181468818
"TIA[2,5]",-0.341,-0.491,-0.191,0.3,-0.372228407474448,-0.37599054,0.45421294124305,0.454221478494,-1.133519435,0.3837301275,1.00030604363297,7627.1580519079,6177.94140150173,0.455256873371016
"TIA[2,6]",-0.215,-0.365,-0.065,0.3,-0.477517053276439,-0.477275255,0.449427863429738,0.441345534861,-1.22784899,0.253844460999999,1.00051507491768,7830.99646347816,6541.75360683395,0.520456875747079
"TIA[2,7]",-0.294,-0.444,-0.144,0.3,-0.623005983463233,-0.614033265,0.447573136314222,0.441871902339,-1.372793645,0.102569491499999,1.00017242185793,7773.14613773872,6389.95976363122,0.555465218794763
"TIA[2,8]",-0.375,-0.525,-0.225,0.3,-0.517032406963321,-0.513530325,0.44145902457397,0.443296680939,-1.24100404,0.203700336,1.00026114419431,7667.98976906992,6337.62748685139,0.463718572247003
"TIA[2,9]",-0.73,-0.93,-0.53,0.4,-0.578335862115442,-0.57883009,0.443075384370433,0.4454130702,-1.314719005,0.140480496999999,1.00024832810435,7769.48039722063,6333.15907256787,0.468287590568812
"TIA[2,10]",-0.375,-0.525,-0.225,0.3,-0.585738775395952,-0.586925065,0.446688324475128,0.448455543312,-1.329088145,0.1456881525,1.00018677986757,8193.86056277925,6505.83632077463,0.493878881275946
"TIA[3,1]",-0.772,-0.972,-0.572,0.4,-1.06785318156991,-1.06637815,0.462088596380913,0.458912046831,-1.82762026,-0.3068279595,0.999997131864008,7993.37734208155,5831.46543036485,0.548660446192779
"TIA[3,2]",-0.473,-0.623,-0.323,0.3,-1.05134509411486,-1.05298455,0.454860542576913,0.455347987626,-1.795096285,-0.300888632,1.0001646700267,7989.35314152979,6499.78391548686,0.735768508986314
"TIA[3,3]",-0.291,-0.441,-0.141,0.3,-1.03758349587461,-1.0378546,0.45983640983761,0.454622025123,-1.8007317,-0.284433843,1.00040161146625,8026.97239787901,6157.29077812355,0.876818116221502
"TIA[3,4]",-0.618,-0.818,-0.418,0.4,-0.995663593672337,-0.994540485,0.458037665195906,0.450639909783,-1.749262625,-0.236632465,1.00009622493385,7774.09933872923,6434.97574240907,0.593634624925786
"TIA[3,5]",-0.462,-0.612,-0.312,0.3,-0.978151070359189,-0.976070975,0.453450788365685,0.449320618173,-1.72243605,-0.238702269500001,1.00041847339005,7472.86669992189,6499.35235099182,0.687025358120218
"TIA[3,6]",-0.459,-0.609,-0.309,0.3,-1.03574833621288,-1.04120715,0.457916255423452,0.449321700471,-1.77688364,-0.276338448,1.00087735811113,7847.01571041392,6529.91929548553,0.736410028036855
"TIA[3,7]",-0.424,-0.574,-0.274,0.3,-1.0285013896956,-1.0339453,0.459642793362906,0.45281020638,-1.78317907,-0.280839378500001,1.00028727114436,7969.83230389352,6341.26586512469,0.759385948445967
"TIA[3,8]",-0.603,-0.803,-0.403,0.4,-1.04135477160354,-1.0389857,0.453081916351424,0.44866619112,-1.782005175,-0.302704758,1.00035203435734,7875.04888263659,6300.36485795062,0.630406589677967
"TIA[3,9]",-0.592,-0.792,-0.392,0.4,-1.02462550911806,-1.02291655,0.453610681199087,0.457895954334,-1.76190788,-0.2825956755,1.00048522728782,7823.04237563479,6511.02299390128,0.626818762407682
"TIA[3,10]",-0.354,-0.504,-0.204,0.3,-0.985066498223916,-0.989680935,0.461517645710178,0.461053781139,-1.73312642,-0.224614532500001,0.999960465485406,7959.17040056198,6713.17183821879,0.781803579977285
"TIA[4,1]",1.034,0.734,1.334,0.6,0.989785539195366,0.99284729,0.442646269112922,0.433217899422,0.265703467,1.72973693,1.00031211452302,7801.41198592039,6683.5438619139,0.44482147670598
"TIA[4,2]",1.055,0.755,1.355,0.6,0.971852432149056,0.97501204,0.44789989764654,0.454301272026,0.235456667,1.70797371,1.00011390192918,8086.9062758442,6251.62433606632,0.455524707959425
"TIA[4,3]",0.695,0.495,0.895,0.4,0.857356713122556,0.859209935,0.444135976841777,0.445838969289,0.1298760915,1.58475038,1.00033180750464,7630.4332915571,6725.26964073937,0.472854957809918
"TIA[4,4]",0.804,0.504,1.104,0.6,0.972630763828079,0.971127455,0.443280645410967,0.452131316427,0.236226656,1.69727488,1.00012103228327,7898.1809666218,5943.92006002555,0.47424624710047
"TIA[4,5]",0.676,0.476,0.876,0.4,0.933850186291325,0.938734985,0.446329863444285,0.45120796056,0.2003135035,1.6662966,1.0003421540257,8023.20188599179,6373.70037523413,0.515433957243108
"TIA[4,6]",1.435,0.835,2.035,1.2,1.02539505285292,1.02342065,0.44685342803219,0.442574654739,0.2876562555,1.757466385,1.0001594882321,7902.03306709775,6101.20077327084,0.606159417251942
"TIA[4,7]",1.249,0.649,1.849,1.2,0.969236735259112,0.967295425,0.440312001287038,0.436411330866,0.245668951,1.691441195,1.0000428142081,7494.99318207357,6229.69495767441,0.521649219728705
"TIA[4,8]",0.988,0.688,1.288,0.6,0.873090839900726,0.87216097,0.445257499737721,0.446236016982,0.141426886,1.600218585,1.00012389415352,7614.45326105286,6396.0257549729,0.459819066989695
"TIA[4,9]",1.02,0.72,1.32,0.6,1.08484441740516,1.0819416,0.448900095888725,0.445348065603,0.3607577255,1.838606185,1.00038783067076,7163.23273659494,6390.97894190245,0.453531592775532
"TIA[4,10]",1.135,0.835,1.435,0.6,0.980002615959825,0.975028025,0.44675243271878,0.451142933724,0.2644821445,1.711279085,1.00024305134978,7920.89527375893,6607.30968848508,0.472849845862751
"TIA[5,1]",-3.174,-3.774,-2.574,1.2,-4.1402759394625,-4.1270021,0.608536273775811,0.595630991760001,-5.158158745,-3.158853605,1.00031960016988,9001.6503648372,6875.15032057022,1.14191037219894
"TIA[5,2]",-3.451,-4.051,-2.851,1.2,-4.15840755645,-4.1406584,0.597277869849956,0.591042270629999,-5.173032625,-3.19689326,1.00051511416174,9055.66287448412,6796.34310791116,0.925808680089107
"TIA[5,3]",-3.765,-4.365,-3.165,1.2,-4.1500584593875,-4.13162345,0.602726478129032,0.59715858867,-5.167154855,-3.19086202,1.0000521257601,9067.20858607645,6624.51299597033,0.715194948725711
"TIA[5,4]",-3.317,-3.917,-2.717,1.2,-4.0624079716375,-4.05089735,0.597178957359001,0.59920235277,-5.05422839,-3.105908515,1.00039113740108,8781.56007139995,6906.3636222606,0.955097468039114
"TIA[5,5]",-3.347,-3.947,-2.747,1.2,-4.173970722675,-4.16250955,0.599416788359609,0.5868612645,-5.174584045,-3.20288875,1.00047198390627,8745.08167022946,6665.95218078235,1.02134036920519
"TIA[5,6]",-3.092,-3.692,-2.492,1.2,-4.147489394125,-4.1345944,0.592943536063221,0.581595810599999,-5.158707605,-3.2089452,1.00016018626478,8772.57081541593,6768.46835476482,1.21061800346554
"TIA[5,7]",-3.124,-3.724,-2.524,1.2,-4.114551123675,-4.10596915,0.594499985269506,0.59285126502,-5.115177955,-3.16321624,1.00027377556877,8855.0824074661,6897.84939887289,1.15523918835893
"TIA[5,8]",-3.367,-3.967,-2.767,1.2,-4.094222474425,-4.0870049,0.597343595640122,0.58537755255,-5.098545785,-3.123262495,1.00002142797574,8956.58465547656,6588.53165611067,0.941077731188919
"TIA[5,9]",-3.66,-4.26,-3.06,1.2,-4.1614354988,-4.1443183,0.602522076003951,0.58142419965,-5.186396055,-3.18637304,1.00030817004923,9056.78552751611,6535.07248422814,0.783852685408685
"TIA[5,10]",-3.455,-4.055,-2.855,1.2,-4.1667721958875,-4.14746895,0.599954368850104,0.59082803493,-5.172954975,-3.19921206,1.00046017904509,8987.63489724654,6783.71069880449,0.930870512147234
"TIA[6,1]",4.864,4.264,5.464,1.2,4.6994690306125,4.6946384,0.536977252138068,0.53680928154,3.81859397,5.591711595,1.0004712276206,8055.42319348306,6809.91087492945,0.561586116397277
"TIA[6,2]",4.709,4.109,5.309,1.2,4.67100993635,4.6703295,0.545122590465583,0.54353976663,3.78260179,5.578951365,1.00017307080535,8535.40095552522,7010.34315466411,0.546410778391321
"TIA[6,3]",4.903,4.303,5.503,1.2,4.6815829188375,4.6795883,0.547965418257422,0.53722478019,3.78439146,5.60079749,1.00011534773141,8425.8327703311,6683.78849545649,0.590977233211316
"TIA[6,4]",4.584,3.984,5.184,1.2,4.681458255,4.682774,0.538606172920076,0.52991274525,3.795574325,5.574558155,1.0003301524625,8105.2281468574,7294.95674789694,0.547319339050858
"TIA[6,5]",4.995,4.395,5.595,1.2,4.679431160425,4.6768971,0.541019199368691,0.53216355444,3.794595245,5.581322895,1.00042537727568,8321.74376113821,6713.029051449,0.626297755763575
"TIA[6,6]",4.932,4.332,5.532,1.2,4.7139967209125,4.70441415,0.550248854006728,0.54387809595,3.83151251,5.643621575,1.00075934098258,7925.07853432684,7287.36573417281,0.591828847136951
"TIA[6,7]",4.539,3.939,5.139,1.2,4.6827243994625,4.68007035,0.535123654501885,0.52863822816,3.80703847,5.58021435,1.00020158214045,7965.8359454985,7250.39473198795,0.554056164971214
"TIA[6,8]",4.995,4.395,5.595,1.2,4.7436046451,4.73417255,0.545127860024926,0.53704286517,3.853779675,5.65850256,1.00052872898004,7945.0197136309,6524.08072813146,0.600272323777034
"TIA[6,9]",4.828,4.228,5.428,1.2,4.697820010275,4.69254845,0.544212670471352,0.547380293670001,3.815464655,5.606779135,1.00027355160381,7965.61342414988,6834.10118828305,0.559533054874798
"TIA[6,10]",4.463,3.863,5.063,1.2,4.7016470941375,4.6966617,0.538295535168238,0.52924705785,3.820031145,5.605400455,1.00056739321915,8315.26029876837,7016.14078445436,0.588793935483319
"TIA[7,1]",-0.36,-0.51,-0.21,0.3,0.27312166536346,0.276018395,0.443711968303166,0.4372146294915,-0.464024628,0.9991092985,1.00011487490196,8245.28412564745,6543.56278920937,0.773109787759293
"TIA[7,2]",-0.073,-0.123,-0.023,0.1,0.29180317776535,0.300529785,0.437970942853767,0.440549230401,-0.4355807155,1.00838194,1.00013441446991,8104.05233227534,7090.61229000258,0.569978883796205
"TIA[7,3]",0.3,0.15,0.45,0.3,0.406531629010924,0.403185125,0.435174491233779,0.433797707217,-0.3064686195,1.107546675,1.0003969770512,8241.94345588787,6164.21273372452,0.44799793938764
"TIA[7,4]",0.169,0.069,0.269,0.2,0.442907429744951,0.446366805,0.442672822443174,0.443250712926,-0.2798471385,1.16575346,1.00024507181712,7877.25301807905,6258.08664248496,0.520538195424529
"TIA[7,5]",0.081,0.031,0.131,0.1,0.300521160832606,0.30026882,0.439569120250622,0.4316927273043,-0.43275953,1.02119595,1.00052875166966,7976.74581851027,6396.75437679236,0.491310898418472
"TIA[7,6]",0.409,0.259,0.559,0.3,0.425612674693666,0.43154263,0.434776807683043,0.431369045331,-0.293971295,1.132655855,1.00026186736964,8379.3277980398,6367.5600080096,0.435066919680724
"TIA[7,7]",0.364,0.214,0.514,0.3,0.489804980567584,0.48931701,0.436484154657262,0.439828545954,-0.2268924695,1.20740483,1.00037225709094,7278.83616417979,6141.89820352345,0.454226260359654
"TIA[7,8]",0.222,0.072,0.372,0.3,0.297089244572211,0.30186375,0.444419608576805,0.447728264929594,-0.4256646825,1.01124354,1.00035424618913,7540.206907506,6488.68840087673,0.450691129865482
"TIA[7,9]",0.521,0.321,0.721,0.4,0.526729304032504,0.52790658,0.438978143142804,0.444440618034,-0.1931170635,1.23355008,1.00037450335308,7434.32634300516,5930.5436216704,0.438988094776534
"TIA[7,10]",0.374,0.224,0.524,0.3,0.522649323199747,0.5226542,0.443209655079553,0.436086752661,-0.209219724,1.243132005,1.00078006054874,7427.90478681805,6036.78617205293,0.46744717914828
"TIA[8,1]",4.151,3.551,4.751,1.2,3.32005013215,3.324011,0.480476466030907,0.48096670776,2.52175949,4.105618385,1.00006724809754,8639.99882328097,7196.59548392798,0.959847102451833
"TIA[8,2]",3.513,2.913,4.113,1.2,3.421831333725,3.41875845,0.477162696885521,0.47504498097,2.64944262,4.207627325,1.00042140521785,7962.59678560561,6505.89738471974,0.485764865423091
"TIA[8,3]",3.415,2.815,4.015,1.2,3.3549865129625,3.3559401,0.478840682632854,0.47083647261,2.567160005,4.154755195,0.999954663932106,8385.17323303103,6482.4835271407,0.48255710223846
"TIA[8,4]",3.564,2.964,4.164,1.2,3.3622217927,3.36408865,0.472528516222294,0.46578888678,2.587964335,4.137782285,1.00015403829207,8299.17082440652,6639.02536651057,0.513779848947596
"TIA[8,5]",3.655,3.055,4.255,1.2,3.4010886623,3.3979311,0.475150909767904,0.4726506561,2.632613455,4.180069995,1.00013744385574,8171.44388141343,6646.28500917606,0.538712477503063
"TIA[8,6]",3.187,2.587,3.787,1.2,3.36751644455,3.35928695,0.479729067468076,0.47707036083,2.58270924,4.17167481,1.00017845281031,8837.95223673013,6665.97268327028,0.512540142261552
"TIA[8,7]",3.717,3.117,4.317,1.2,3.30580490805,3.31033075,0.475741266465927,0.47179845762,2.524029535,4.086888345,0.999936626525754,8400.23496954183,6517.11647813948,0.628794771800224
"TIA[8,8]",3.668,3.068,4.268,1.2,3.4417279028625,3.43934655,0.485431134093967,0.47396379492,2.632213345,4.245607985,1.00038365445623,8369.23097686307,6587.4854015114,0.535549243737226
"TIA[8,9]",3.7,3.1,4.3,1.2,3.4297445603125,3.42099545,0.482099417927086,0.48361759656,2.647948395,4.231225625,1.00003863974914,8338.63408448572,6304.64621067033,0.552656130849214
"TIA[8,10]",3.502,2.902,4.102,1.2,3.3837494436875,3.3852388,0.475155750071922,0.47688429453,2.60019071,4.161657245,1.00014078057995,8446.54983851073,6268.01988270881,0.48962021942652
"TIA[9,1]",1.676,1.076,2.276,1.2,1.2956679126051,1.29813625,0.444023213193823,0.444727360287,0.573850712,2.01958729,1.00008432825567,8339.00711213183,6507.97603824256,0.584623353947135
"TIA[9,2]",1.841,1.241,2.441,1.2,1.438885312772,1.43920675,0.445328971330811,0.43920861159,0.7061187055,2.173790055,1.00023932360337,7651.07836934464,6330.41236686544,0.59999110381275
"TIA[9,3]",1.736,1.136,2.336,1.2,1.32516671532502,1.32038185,0.446047883087081,0.44206802808,0.6066377045,2.0523975,1.00019190525437,8215.18621171773,6098.50125208897,0.606397420809197
"TIA[9,4]",1.542,0.942,2.142,1.2,1.3779542729867,1.3808467,0.440632355346097,0.450154425,0.6603041095,2.096815105,1.00003299031292,7948.5734972396,6053.33712948529,0.470152744882023
"TIA[9,5]",1.803,1.203,2.403,1.2,1.39027646276562,1.38459265,0.442089523260452,0.43848406497,0.673612782,2.13877366,1.00025608464979,8261.88945926827,6176.52171401087,0.604780484449181
"TIA[9,6]",1.809,1.209,2.409,1.2,1.42517277199441,1.42246895,0.439807722159758,0.43798272378,0.7050884595,2.14493006,1.00022566279946,8152.32002328135,6520.04801692499,0.583720819035735
"TIA[9,7]",1.622,1.022,2.222,1.2,1.30555256699991,1.30766935,0.441762912007409,0.43677499782,0.577659499,2.02617628,1.00026172492985,8266.17963170711,6497.47141110431,0.543386652365337
"TIA[9,8]",1.73,1.13,2.33,1.2,1.37789867351027,1.37589245,0.440004152343574,0.44161034946,0.6576135205,2.10205822,1.00020408228226,7963.90257285421,6657.49053286005,0.563520006511438
"TIA[9,9]",1.797,1.197,2.397,1.2,1.3789562593801,1.3750358,0.442687474622314,0.43647217677,0.652124651,2.115928785,1.0002447316768,7903.73389953126,6434.31999114841,0.608858171279601
"TIA[9,10]",1.499,0.899,2.099,1.2,1.43666155403469,1.439952,0.444022251122264,0.44268886683,0.702192382,2.175200505,1.00024601215104,8105.04053112895,6659.0845334241,0.448349413813732
"TIA[10,1]",1.226,0.626,1.826,1.2,0.973076375276765,0.96896016,0.436444282131312,0.440602136982,0.2784990255,1.69565865,1.00037615369433,7337.78305612905,6273.10133349655,0.504410706564433
"TIA[10,2]",1.503,0.903,2.103,1.2,0.97273454010866,0.97177348,0.440037463948597,0.440866328889,0.250975564,1.700132325,1.00058032916119,7755.92576535099,6314.37887587124,0.689050232937249
"TIA[10,3]",1.131,0.831,1.431,0.6,0.903993701338612,0.89851197,0.44363207386977,0.447864193476,0.1798702625,1.64003058,1.0005723895011,7501.66905784447,6418.80832774273,0.498313832259165
"TIA[10,4]",1.187,0.887,1.487,0.6,1.03939923070058,1.04009605,0.448584407126247,0.447151974675,0.3038822255,1.79144897,1.00016437450306,7728.86800551247,6653.48933987045,0.472216903465238
"TIA[10,5]",1.42,0.82,2.02,1.2,0.874039697322219,0.872766145,0.445453440605216,0.443820172173,0.1518076755,1.614552835,1.00025369700741,6755.68967838294,6309.67728041691,0.704610968017863
"TIA[10,6]",1.462,0.862,2.062,1.2,1.04925371126484,1.0427185,0.442279203096634,0.44182910709,0.330685448,1.792164775,1.00064529656556,6983.31148071222,5711.97204208057,0.604934658450611
"TIA[10,7]",1.534,0.934,2.134,1.2,0.938832503789312,0.935477845,0.437261077619885,0.443573000514,0.223521858,1.669020695,1.00052079438855,7179.36852622153,6364.7412103437,0.738510459567603
"TIA[10,8]",1.996,1.396,2.596,1.2,0.9921317673897,0.988094315,0.441010960019143,0.436490175534,0.276144425,1.74028174,1.00053370458218,7612.62947703488,5789.11385150138,1.09645692298776
"TIA[10,9]",1.329,0.729,1.929,1.2,0.979353117680993,0.974797885,0.437519172482039,0.438118263072,0.263443599,1.705334165,1.00048511894762,7290.57292721017,5989.22468041104,0.560046463006851
"TIA[10,10]",1.613,1.013,2.213,1.2,0.920075536464182,0.915999515,0.446225472281654,0.455505046857,0.20590686,1.647273255,1.00044217016016,7754.69494302019,6401.38850069289,0.824158112641544
"TIA[11,1]",1.019,0.719,1.319,0.6,1.10973830061924,1.1088374,0.442595916794186,0.442794754122,0.3909440125,1.8328831,1.00057870986537,7819.75989995927,6622.58863389559,0.451774388792633
"TIA[11,2]",1.277,0.677,1.877,1.2,1.16144643478364,1.1620579,0.442191037268993,0.43097410293,0.4182128855,1.894624265,1.00011743574904,7738.76296701373,6441.15674469779,0.457013236417787
"TIA[11,3]",1.165,0.865,1.465,0.6,1.15854894642737,1.1567944,0.442366542920616,0.447644954001,0.4334542675,1.88399203,1.00003417278911,7712.62954126178,6639.181078541,0.442385932606301
"TIA[11,4]",1.158,0.858,1.458,0.6,1.1379201628458,1.1336522,0.447408785875557,0.454753205571,0.414408922,1.876295845,1.0002136712257,7955.8878888303,6455.92242964044,0.447831217883557
"TIA[11,5]",1.418,0.818,2.018,1.2,1.16450382927917,1.1699432,0.440618430400063,0.444017587776,0.4467441995,1.881208205,1.00100681306294,7702.09824432084,6654.842803075,0.508311559678895
"TIA[11,6]",1.317,0.717,1.917,1.2,1.29437544177174,1.28953525,0.451434782358342,0.449732981124,0.556507725,2.04329629,1.00033981488472,7582.89106223736,6418.55725407158,0.45197318414659
"TIA[11,7]",1.463,0.863,2.063,1.2,1.27090357396564,1.2634494,0.452537244386576,0.444330423789,0.5362018955,2.035880495,1.00027607818446,7899.44051980055,6140.43639174584,0.491594747436826
"TIA[11,8]",1.393,0.793,1.993,1.2,1.23563337664806,1.2337781,0.443318723155719,0.4506281157,0.52283142,1.972100895,1.00087625419327,7590.68374404727,6425.02329794831,0.470394704486903
"TIA[11,9]",0.997,0.697,1.297,0.6,1.1124960681093,1.1116169,0.440170967068366,0.437342915163,0.3953731195,1.839768925,1.00144392451355,7435.63523924852,6168.0399489996,0.455044616701019
"TIA[11,10]",0.91,0.61,1.21,0.6,1.03855586919546,1.0410432,0.444390259119275,0.447609727425,0.310090747,1.768865865,1.00061165835353,8262.80887043359,6945.57617202388,0.462584725825332
"TIA[12,1]",-0.018,-0.068,0.032,0.1,-0.0823387152267529,-0.077733812,0.443145584902898,0.448558065102,-0.812358215,0.6391554545,1.00027813024713,8006.57393978756,6552.74970024082,0.447764371566992
"TIA[12,2]",0.131,0.031,0.231,0.2,-0.0861737526350008,-0.0873329465,0.445025535005926,0.443158658292,-0.815990132,0.6335311865,1.00013706310385,8338.32857125883,6408.71733401592,0.495164023001499
"TIA[12,3]",0.414,0.264,0.564,0.3,-0.00867120118785675,-0.00511535625,0.440823867142213,0.43286755177575,-0.719351531,0.715166672,1.00031308131473,8357.21652501014,6401.54231671998,0.610698235993499
"TIA[12,4]",0.206,0.056,0.356,0.3,-0.0160265298172002,-0.017386037,0.442907500839698,0.4379085389238,-0.746676328,0.7030360345,1.00039917487732,8333.15479412754,6430.42508909522,0.49541731233471
"TIA[12,5]",0.746,0.546,0.946,0.4,0.290194203466516,0.282474655,0.461501622867821,0.4552374946371,-0.4537826455,1.06733647,1.00056353774309,6477.89779268116,5760.39505842241,0.648626278449053
"TIA[12,6]",0.19,0.09,0.29,0.2,-0.0209937320452857,-0.023051088,0.445173484905776,0.440091181131,-0.75741956,0.703146957499999,1.00019811057078,7860.71082444998,6195.58687381835,0.492618528068721
"TIA[12,7]",0.147,0.047,0.247,0.2,0.00894482103274163,0.00663142235,0.447301744674421,0.438985117053,-0.726520101,0.747040297,1.00036674472643,8177.2423511893,6853.24846748055,0.468095154185678
"TIA[12,8]",0.248,0.098,0.398,0.3,0.104088253346631,0.10174416,0.44381320190103,0.4308813663,-0.6139117595,0.83738902,1.00058474452294,7927.08715476041,6246.91217388301,0.466536309130056
"TIA[12,9]",0.068,0.018,0.118,0.1,-0.11277709627574,-0.113450665,0.444169197455909,0.444683349306,-0.850209588,0.609526099,1.0004745505692,7785.9309659883,6747.23879966423,0.479522651938382
"TIA[12,10]",0.024,-0.026,0.074,0.1,0.0688631091363495,0.0702413135,0.440174805411033,0.430317741084,-0.6545150655,0.791826201999999,1.00046751535943,7970.64050712382,6549.68108626726,0.442427777888783
"TIA[13,1]",0.857,0.557,1.157,0.6,0.40975007962326,0.409922705,0.443581824615855,0.438592872984,-0.3118987595,1.142718965,1.00043073968397,7679.4708906422,6262.86213152508,0.629898984601611
"TIA[13,2]",0.551,0.351,0.751,0.4,0.300865745886023,0.30423666,0.439090617331878,0.436240268478,-0.425384224,1.02553069,1.00016951140727,8211.5985559431,6150.09873756383,0.505315362163834
"TIA[13,3]",0.964,0.664,1.264,0.6,0.268919420739284,0.27027538,0.438687390627438,0.4373201839398,-0.448302612,0.9917738305,1.00005628311068,8071.53084125041,6335.28881137433,0.821924316791142
"TIA[13,4]",0.528,0.328,0.728,0.4,0.230278714310282,0.23137231,0.435965580139319,0.43461522027,-0.4882631065,0.939538470499999,1.00000168605439,8260.44515977233,5877.85339358629,0.527901688546805
"TIA[13,5]",0.65,0.45,0.85,0.4,0.182410519129183,0.18395338,0.440958526121542,0.445028120523,-0.5446640765,0.891557526,1.00001611078638,8280.92195547506,6641.23920458438,0.642697470687105
"TIA[13,6]",0.913,0.613,1.213,0.6,0.329343135003224,0.32747494,0.441764291179697,0.4420684016952,-0.3823705475,1.051688385,1.00028827642224,8325.15563238974,6526.40956838181,0.731974473979964
"TIA[13,7]",0.748,0.548,0.948,0.4,0.280098725050474,0.27965812,0.439105983576558,0.4438263983517,-0.432417492,0.9990995305,1.00000155417104,8175.95035817417,5786.61871905902,0.641655332833778
"TIA[13,8]",0.611,0.411,0.811,0.4,0.177939852079576,0.18112191,0.447289726281642,0.44722339893,-0.568465538,0.905202224,1.00005560955421,8610.99951663153,6518.66207259026,0.622562593191689
"TIA[13,9]",0.327,0.177,0.477,0.3,0.202155231577087,0.205861625,0.437269183147188,0.4374921373704,-0.522657095,0.9150848615,0.999961554251274,8428.78529287095,5915.26764190655,0.454716014882326
"TIA[13,10]",0.56,0.36,0.76,0.4,0.295875160646237,0.29260221,0.437674226135588,0.43945008220722,-0.411551113,1.02731689,1.00035276842999,8315.32644670803,6295.17457646102,0.511171902735282
"TIA[14,1]",1.11,0.81,1.41,0.6,1.1480589806328,1.15189015,0.440438392362692,0.44186780295,0.4267480015,1.859323105,1.00021402836646,7553.98978388883,5859.59000198949,0.442052276576716
"TIA[14,2]",1.473,0.873,2.073,1.2,1.16403961765419,1.1656526,0.438604921325443,0.4354092267,0.449227057,1.87803169,1.00031608044524,7469.7826993865,6166.01603376047,0.536476232544875
"TIA[14,3]",1.098,0.798,1.398,0.6,1.34496251950325,1.33876475,0.446772390568302,0.44848916868,0.6152399315,2.08304387,1.0003125994355,6954.53656124463,5731.12820418947,0.510461658028678
"TIA[14,4]",1.573,0.973,2.173,1.2,1.2158523092248,1.21583145,0.444248819473505,0.446433536367,0.4808368755,1.945591155,1.00042395457695,6903.49417228706,6696.84164916587,0.569988435850202
"TIA[14,5]",1.553,0.953,2.153,1.2,1.37591338468905,1.3732612,0.45567145997071,0.45090106236,0.6175994285,2.126125245,1.00018957201103,6821.51338336946,6232.37301602414,0.488845777514951
"TIA[14,6]",1.4,0.8,2,1.2,1.19576028036771,1.18874035,0.436471094423903,0.433553908473,0.481106356,1.932196215,1.00042316149351,6780.3439811769,5979.59236368331,0.481868307700394
"TIA[14,7]",1.458,0.858,2.058,1.2,1.23444866053214,1.23486285,0.438813238756342,0.440975411184,0.5198778615,1.961681085,1.00071905670929,7252.31185694761,6167.29381221751,0.492451205961964
"TIA[14,8]",1.433,0.833,2.033,1.2,1.19675423840399,1.19640505,0.442383199782266,0.44220353772,0.4769208005,1.921211825,1.00023147283248,7715.43618513622,6818.65620133131,0.501488277489858
"TIA[14,9]",1.492,0.892,2.092,1.2,1.29460788087575,1.28970935,0.446530323434036,0.444141785178,0.5659272895,2.02529716,1.00058876108889,7301.50597532483,5878.93197829743,0.488188544286169
"TIA[14,10]",1.194,0.894,1.494,0.6,1.1927325286275,1.19355105,0.4417555071317,0.436433436432,0.460459393,1.91298123,1.00022669478181,6835.53124564942,6290.40443178851,0.441729714954581
"TIA[15,1]",-0.447,-0.597,-0.297,0.3,-0.99886559217197,-0.99810749,0.447915169235511,0.443972746539,-1.753726105,-0.273699045,1.0005562900412,8600.67228973966,6685.41040620187,0.710745068329526
"TIA[15,2]",0.038,-0.012,0.088,0.1,-0.8707404772931,-0.873202315,0.457043133083886,0.458061293886,-1.62112269,-0.1106738715,1.00035839592987,7757.65117414836,6579.56019704837,1.01718806988523
"TIA[15,3]",-0.529,-0.729,-0.329,0.4,-1.00689770800839,-1.0002351,0.448004320823696,0.45390940602,-1.74502703,-0.281404919,1.00045422896932,8269.51347160449,6492.24026225129,0.655033588690255
"TIA[15,4]",-0.453,-0.603,-0.303,0.3,-1.06141541522343,-1.06033845,0.45384711723867,0.458788872423,-1.801813185,-0.322396957000001,1.00028969693697,8199.66533472532,6927.34616117597,0.759026202549436
"TIA[15,5]",-0.398,-0.548,-0.248,0.3,-0.9390982570607,-0.946216905,0.450511148313767,0.446025628629,-1.682457405,-0.203437133500001,1.00058528212938,8314.47601740367,6416.946335767,0.704075456547288
"TIA[15,6]",-0.475,-0.625,-0.325,0.3,-1.06562001345989,-1.0656543,0.450790965483836,0.45090217431,-1.803785735,-0.315763211500001,1.00084393669787,8082.836511468,5870.53510906419,0.742979874087708
