"variable","value","ROPE_lower","ROPE_upper","ROPE_prec","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail","rmse"
"TIA[15,7]",-0.172,-0.272,-0.072,0.2,-1.04136644432826,-1.0408904,0.449289603781571,0.44975404887,-1.780645575,-0.297671471500001,1.00012315416921,8199.85961529812,6752.38652820741,0.978587722152009
"TIA[15,8]",-0.574,-0.774,-0.374,0.4,-1.10967709631767,-1.103011,0.458586442616725,0.46048607136,-1.8715116,-0.361780171,1.00086827317809,8311.47227794994,6460.05476113246,0.705141963848791
"TIA[15,9]",-0.496,-0.646,-0.346,0.3,-0.951245460090787,-0.951448585,0.44704909341252,0.452043427899,-1.68766834,-0.2188228565,1.00046958449399,8298.74299183038,6422.44606301009,0.638025343730748
"TIA[15,10]",-0.462,-0.612,-0.312,0.3,-0.957590564550325,-0.962437715,0.451252841873501,0.456249786489,-1.69652006,-0.220200194,1.00031870899461,8126.76056591032,6329.67913928769,0.670234049664226
"TIA[16,1]",-0.247,-0.397,-0.097,0.3,-0.541495063327051,-0.54456981,0.442145527527369,0.442578546564,-1.25468939,0.188581442499999,0.999929157877587,7573.03205345187,6307.54206488837,0.531220832849222
"TIA[16,2]",-0.751,-0.951,-0.551,0.4,-0.668679025436352,-0.66861131,0.438043750290069,0.43497311991,-1.37603116,0.0516091892999998,1.00005585181046,7569.43281150134,6612.01376742538,0.445684961301591
"TIA[16,3]",-0.874,-1.174,-0.574,0.6,-0.611527051762492,-0.606093665,0.43961728861446,0.437229726066,-1.32570684,0.1184350165,1.00019059341465,7705.19859267149,6327.31446031719,0.511987549736478
"TIA[16,4]",-0.456,-0.606,-0.306,0.3,-0.716710655748606,-0.71678959,0.447158364668603,0.44917064577,-1.441237855,0.0184096224999999,1.00000212024595,8234.99981414276,6489.66959984964,0.517586374713034
"TIA[16,5]",-0.601,-0.801,-0.401,0.4,-0.696078297748465,-0.69185154,0.438634341315193,0.435928574067,-1.42138978,0.0172429699499997,1.00016398281879,7757.4827506422,6097.36709494686,0.448793848078476
"TIA[16,6]",-0.424,-0.574,-0.274,0.3,-0.577296836674148,-0.57982535,0.448158946554959,0.447798840468,-1.303813945,0.1620001865,0.999999391606624,7408.54081380818,6438.48259239182,0.473625649333288
"TIA[16,7]",-0.673,-0.873,-0.473,0.4,-0.672149344037254,-0.673049905,0.443515853761558,0.450689910468,-1.38587913,0.0481831586999998,1.00016525170955,7816.13803459832,6358.22997679633,0.443488948976571
"TIA[16,8]",-0.538,-0.738,-0.338,0.4,-0.647998363786316,-0.647977075,0.437910794236805,0.447094064319,-1.35725846,0.0643291544999999,1.00010239461444,7574.29222641928,6387.06878803258,0.451488131640038
"TIA[16,9]",-0.462,-0.612,-0.312,0.3,-0.689771344802949,-0.69252787,0.43701124201013,0.4472240661,-1.397611355,0.0297571212999998,1.00017558411882,7908.24312683047,6798.08545173173,0.492782648642761
"TIA[16,10]",-0.874,-1.174,-0.574,0.6,-0.593894638404885,-0.593321995,0.44242441342538,0.439986064791,-1.3175013,0.1408508375,1.00000711830793,7760.70878032674,6447.35894583831,0.52361618363924
"TIA[17,1]",1.87,1.27,2.47,1.2,0.880795914222785,0.88005576,0.446493200559034,0.444331039068,0.142444117,1.632551125,0.999960525646786,7267.32104672276,6194.39316605509,1.08529073613549
"TIA[17,2]",1.197,0.897,1.497,0.6,0.84524833115212,0.83976886,0.44692084247624,0.443129191617,0.114693731,1.585860645,1.00078314341008,7468.55061578012,6079.81062994688,0.568720061802826
"TIA[17,3]",1.133,0.833,1.433,0.6,0.840972696762766,0.839745675,0.441256334069629,0.440124754608,0.1083826855,1.558680885,1.00032423830318,7159.00378860707,5969.23551652592,0.529115072360006
"TIA[17,4]",1.225,0.625,1.825,1.2,0.810188561236746,0.812990715,0.44409788228415,0.435355897578,0.0819285372,1.53997232,0.999797437782316,7504.99035449121,6257.79871383705,0.607673272336357
"TIA[17,5]",1.381,0.781,1.981,1.2,0.821400892336546,0.816860915,0.438518372105516,0.438399490053,0.104272869,1.54274673,1.00088010985936,7205.51143284465,6692.26846656514,0.710932828526346
"TIA[17,6]",1.243,0.643,1.843,1.2,0.867324056496941,0.86733905,0.44250298974811,0.438105801819,0.1319759145,1.610460195,1.00033768660609,7686.67332360163,6175.64512312221,0.580445375854557
"TIA[17,7]",1.269,0.669,1.869,1.2,0.876807746683519,0.87453668,0.437900228678402,0.436792173741,0.1561632305,1.59334996,1.00018040066093,7514.79970677119,6075.06183655212,0.587832802982082
"TIA[17,8]",1.423,0.823,2.023,1.2,0.904967387537947,0.898727365,0.449649599459993,0.449874347034,0.1712676065,1.64086265,0.999837276562482,7319.55076732576,6388.55060255592,0.685942619155207
"TIA[17,9]",1.251,0.651,1.851,1.2,0.831822310635395,0.830951775,0.44753150821127,0.454860857157,0.1020572625,1.565081345,0.999906246672549,7464.33956259042,6350.99415023784,0.613163396287277
"TIA[17,10]",1.373,0.773,1.973,1.2,0.816098005478305,0.81095412,0.451845549781124,0.445994753484,0.0708835813,1.556567705,0.99991141537043,7725.29497787281,6082.08781047141,0.717132283340487
"TIA[18,1]",2.166,1.566,2.766,1.2,2.01600627908875,2.01312195,0.447885047934772,0.44431438947,1.2870442,2.7533042,1.00044338189342,7909.89093813458,6425.25023089275,0.472307164194356
"TIA[18,2]",1.932,1.332,2.532,1.2,1.88764355298625,1.8927472,0.448583557902946,0.44596215111,1.147981105,2.628567935,1.0002729897767,8137.52344649103,6530.63295339393,0.450743329858021
"TIA[18,3]",2.067,1.467,2.667,1.2,1.9979862371475,1.9924603,0.45023180652784,0.45076243926,1.262256875,2.734180945,1.00021165110769,7895.54892558588,6820.47290072408,0.455462666403551
"TIA[18,4]",2.111,1.511,2.711,1.2,2.18133488302375,2.17111065,0.466422004338425,0.46606020258,1.42976707,2.95972831,1.00092612246996,7051.25800291415,6073.85023843765,0.471666501052674
"TIA[18,5]",1.985,1.385,2.585,1.2,1.9153146798475,1.9177242,0.444181037471952,0.43977615087,1.18203108,2.647167215,1.00022433273211,8151.98246932048,6223.80421532257,0.449586672172519
"TIA[18,6]",2.067,1.467,2.667,1.2,1.91772895775625,1.91741495,0.450025857308474,0.44559943302,1.179579925,2.663627145,1.00038148572479,8275.9754478733,6956.25942530344,0.474109481965644
"TIA[18,7]",2.037,1.437,2.637,1.2,2.0273304695,2.0278065,0.451113049871605,0.45613753143,1.2959961,2.773339045,1.00089923669313,8040.53482964981,6774.51862207789,0.451188481359599
"TIA[18,8]",2.327,1.727,2.927,1.2,2.0039788074975,1.99975975,0.445279621071151,0.44016637119,1.26329032,2.744510375,1.00035777666324,7950.69858044322,6223.13353727685,0.550083491394158
"TIA[18,9]",1.923,1.323,2.523,1.2,1.94164488199125,1.9424496,0.446516708834448,0.44752088262,1.213632425,2.67781022,1.00019515040873,7988.85359199592,6536.56773371835,0.446877926000386
"TIA[18,10]",2.195,1.595,2.795,1.2,1.97664889564625,1.96613965,0.448962709866905,0.45274000527,1.24342591,2.72455279,1.00032365219745,8443.6166116729,6425.09587393154,0.499218913588197
"TIA[19,1]",0.739,0.539,0.939,0.4,0.67749596721126,0.682154975,0.434340473382432,0.427565019903,-0.04074840615,1.38484282,1.00024714748013,8186.35018848473,6394.99910002328,0.438646567764415
"TIA[19,2]",1.222,0.622,1.822,1.2,0.746917406375495,0.74692215,0.43703745652871,0.4343009832,0.0347953897500001,1.458364845,1.00004929026526,8220.97001821044,6923.32999056188,0.645508585501982
"TIA[19,3]",1.073,0.773,1.373,0.6,0.678324410128555,0.678491495,0.439602017786555,0.440177349843,-0.0310174237,1.398548435,0.999908822762878,8455.19678975113,5987.48174436074,0.590757648313272
"TIA[19,4]",0.913,0.613,1.213,0.6,0.789237747178652,0.792260305,0.437008216523835,0.437227724556,0.07655460315,1.498849105,1.00005564766931,8463.67862752954,6240.5366603541,0.454168916274654
"TIA[19,5]",0.759,0.559,0.959,0.4,0.718845953276924,0.71798415,0.437330279942998,0.433677334923,0.00132067325500001,1.43736064,1.00016755632075,8477.92829295873,6355.63812361447,0.439142589601077
"TIA[19,6]",0.957,0.657,1.257,0.6,0.798828251601866,0.798026735,0.437390595318816,0.438174075549,0.08018413155,1.51568195,1.00020813676054,8444.03703124071,6229.96019859234,0.465085928671317
"TIA[19,7]",0.811,0.511,1.111,0.6,0.815985972932865,0.81285238,0.441117166453131,0.44299769241,0.119315593,1.541140775,0.999957230074895,8353.21207594146,6540.54526106641,0.44111777500052
"TIA[19,8]",0.996,0.696,1.296,0.6,0.876384645835202,0.873911045,0.441062588783012,0.440747239044,0.1680988895,1.601725735,1.00006813425461,8327.33107167924,6726.9501902559,0.456967967312851
"TIA[19,9]",0.879,0.579,1.179,0.6,0.883476222444012,0.8759565,0.441634033194583,0.44140004265,0.172055155,1.61431578,1.0001763933034,8090.92959308954,6317.44143781955,0.441629115622683
"TIA[19,10]",0.849,0.549,1.149,0.6,0.635471316400553,0.63389288,0.440594435743801,0.441832205724,-0.0881290901,1.359335445,0.999814883413337,8274.25328921729,6767.37048448432,0.489585222505755
"TIA[20,1]",-0.198,-0.298,-0.098,0.2,-0.0565717755362813,-0.0539353225,0.438663110462651,0.432802170969,-0.7852004555,0.6586573155,1.00030491307731,8278.41411286634,6248.83681938962,0.460872231741258
"TIA[20,2]",0.102,0.002,0.202,0.2,0.0317165221681298,0.0345883005,0.431480229988682,0.4295497624383,-0.6776139665,0.7389121515,1.00028605178572,8178.34899240041,6528.92349094996,0.437140348433566
"TIA[20,3]",0.25,0.1,0.4,0.3,-0.0245660896058461,-0.019980089,0.435248559468681,0.4289422604166,-0.7445246585,0.6876726415,1.00035736552485,8083.82137560193,6153.59269923887,0.514591261019309
"TIA[20,4]",0.16,0.06,0.26,0.2,0.144543683235959,0.13629998,0.43934852922615,0.432192051417,-0.571558993,0.884709842,1.00028399870649,7756.24907498152,6321.48504980924,0.439592879230118
"TIA[20,5]",-0.116,-0.216,-0.016,0.2,0.123400356670451,0.118756265,0.430268981966002,0.431361120834,-0.587892913,0.838652757999999,1.00006693188994,7489.03219403193,6253.42254425801,0.492362454083771
"TIA[20,6]",-0.192,-0.292,-0.092,0.2,0.0394489551655356,0.0433169395,0.432106570008647,0.4276668752643,-0.66843192,0.7507151535,1.00030298910514,8237.42570518695,6229.91118218373,0.49016463273157
"TIA[20,7]",-0.117,-0.217,-0.017,0.2,0.111269090168608,0.11092911,0.434933083875448,0.427992282984,-0.601422849,0.824139861,1.00004329578864,7996.40677438253,5763.87126546845,0.491171985283546
"TIA[20,8]",0.017,-0.033,0.067,0.1,0.0211017855894166,0.0202064585,0.428109195663948,0.4256761185621,-0.6748297525,0.7374148995,0.999975996062244,7965.1177542951,6476.53372673436,0.428102088726074
"TIA[20,9]",0.363,0.213,0.513,0.3,0.0648605110358599,0.066376489,0.42968149387239,0.426322690059,-0.641390451,0.768012246999999,1.00033202931316,7855.39292238392,6062.44688186601,0.522962965020407
"TIA[20,10]",0.214,0.064,0.364,0.3,0.0864435246576111,0.080114448,0.429195025577718,0.4251942135168,-0.6126847565,0.793232006999999,1.00014616696444,8151.82530456394,5988.69240804925,0.44772312687216
"TIA[21,1]",-2.079,-2.679,-1.479,1.2,-1.656961350371,-1.65510745,0.438977042367702,0.43603681128,-2.375799465,-0.9428728115,1.00012402920107,7626.98039747449,6888.01420186862,0.608928056424648
"TIA[21,2]",-1.812,-2.412,-1.212,1.2,-1.53367867158879,-1.53539815,0.449221025856485,0.45249078021,-2.27279722,-0.787942221,1.00052531587914,7913.59257118533,6462.63043166801,0.528428866526873
"TIA[21,3]",-1.402,-2.002,-0.802,1.2,-1.554804760749,-1.55971715,0.445486006701845,0.43865663961,-2.282603535,-0.8254801185,1.00034555164627,8001.40899545357,6348.7919638042,0.470937649643713
"TIA[21,4]",-1.712,-2.312,-1.112,1.2,-1.58627128952236,-1.58680255,0.442942297192892,0.44175838707,-2.32510673,-0.861152156,0.999982052556935,7830.92524014708,5649.552314605,0.460414012108728
"TIA[21,5]",-1.781,-2.381,-1.181,1.2,-1.66170288250625,-1.65796725,0.450271129662614,0.45405774015,-2.39583534,-0.920253497,1.00036738328447,8245.4551775778,6816.90171676708,0.465779507319384
"TIA[21,6]",-1.437,-2.037,-0.837,1.2,-1.50293470503562,-1.5011423,0.448370614943421,0.44190657294,-2.236893925,-0.7723931075,1.00022955954125,7893.91685468506,6798.02879467038,0.453164941436155
"TIA[21,7]",-1.647,-2.247,-1.047,1.2,-1.60914966329219,-1.61158795,0.449650810079809,0.44412958338,-2.349999875,-0.857082663500001,1.00084188071966,8090.06451791262,6589.66218642253,0.451213060275241
"TIA[21,8]",-1.568,-2.168,-0.968,1.2,-1.56939871211325,-1.57008875,0.444393520235117,0.44406027183,-2.30793546,-0.846879620000001,0.999986516914685,7840.82121025343,6320.6870914631,0.444367946101461
"TIA[21,9]",-1.678,-2.278,-1.078,1.2,-1.46957008460475,-1.4742458,0.446747035070442,0.45234088935,-2.201019,-0.737619769000002,1.00018827174111,7601.37238666018,6462.22126572253,0.492951311096475
"TIA[21,10]",-1.456,-2.056,-0.856,1.2,-1.52624889557822,-1.52954315,0.448782728791426,0.44896256286,-2.268650835,-0.7787862955,1.00011612500165,7643.79909933571,5783.44212970156,0.454219846824454
"TIA[22,1]",-1.097,-1.397,-0.797,0.6,-1.3146072387723,-1.3109528,0.442098570135962,0.43952181084,-2.04793759,-0.594756773,1.00053809600722,7690.34120722157,5752.98484171119,0.492726724147529
"TIA[22,2]",-1.188,-1.488,-0.888,0.6,-1.38777973562154,-1.3860245,0.446670650599971,0.45095895789,-2.11045631,-0.655600523,1.0002989061384,7905.22001854772,6794.22242210824,0.489286903093317
"TIA[22,3]",-1.422,-2.022,-0.822,1.2,-1.40506262426817,-1.4020834,0.450994341423141,0.44191650636,-2.159597415,-0.6579697215,1.00096469263485,7899.55308337267,6939.42312470091,0.451284108079793
"TIA[22,4]",-1.256,-1.856,-0.656,1.2,-1.32387516177726,-1.3303235,0.44044552367812,0.44442387948,-2.04764588,-0.6012331295,1.00051202060001,7900.51940437431,7150.70388049947,0.445617602751469
"TIA[22,5]",-1.268,-1.868,-0.668,1.2,-1.33525686914524,-1.3354059,0.447231107099885,0.44829924762,-2.08689137,-0.592162216500001,1.00033486622875,8312.45572920773,6656.09110201498,0.452232404463804
"TIA[22,6]",-1.095,-1.395,-0.795,0.6,-1.28761249749069,-1.2893233,0.446645371471425,0.444548632857,-2.00658904,-0.548401826500001,1.00027469003303,8188.60651867701,6437.84120070755,0.486381255329052
"TIA[22,7]",-1.343,-1.943,-0.743,1.2,-1.3365188452298,-1.33377055,0.444583486111282,0.43937080803,-2.077995095,-0.602054366000002,1.00050306140587,7913.86866484406,6344.29793850349,0.444602940476669
"TIA[22,8]",-1.049,-1.349,-0.749,0.6,-1.14125574231116,-1.13460315,0.447388793914479,0.44848509153,-1.87095938,-0.407872321,1.00055061043761,6993.70714126613,6642.0665611428,0.456774381197129
"TIA[22,9]",-1.557,-2.157,-0.957,1.2,-1.27345431054077,-1.2736012,0.446289426562824,0.444710377104,-2.002422815,-0.542699747,1.00037421653457,8048.37786485298,6679.91445841626,0.528722529774502
"TIA[22,10]",-1.275,-1.875,-0.675,1.2,-1.40109154852605,-1.3973959,0.452804766220439,0.44678247369,-2.138231095,-0.6555919005,1.00017391157947,8139.99178915668,6455.33175244167,0.470005963687807
"TIA[23,1]",0.429,0.279,0.579,0.3,0.265879063830974,0.267738865,0.438911858686757,0.4329512100753,-0.449954354,0.987291685,1.00025746736134,8242.2799961717,6184.30812154811,0.468217875630631
"TIA[23,2]",0.343,0.193,0.493,0.3,0.308706641313532,0.301082455,0.442101727032309,0.4475882623422,-0.414999932,1.04257346,1.00038985431911,8031.31926773334,6552.38229913581,0.4434022324626
"TIA[23,3]",0.399,0.249,0.549,0.3,0.207074496502988,0.206320575,0.440367949498906,0.4302783713823,-0.51566093,0.936097879,1.00026672571466,8503.80161947561,6584.99093170232,0.480348924582
"TIA[23,4]",0.234,0.084,0.384,0.3,0.2374511282347,0.241096215,0.435401180706812,0.439539564975,-0.4767787935,0.9465436815,1.00026320187561,8462.9708725384,6880.48989450184,0.435387645292627
"TIA[23,5]",0.094,0.044,0.144,0.1,0.178001993718617,0.17787494,0.440445372886447,0.437547892026,-0.5524950425,0.8963215865,1.00043462503542,8343.20918389941,5750.21477751449,0.448357237512647
"TIA[23,6]",0.679,0.479,0.879,0.4,0.250251873137065,0.25322124,0.435407829237366,0.426964885662,-0.475568007,0.964217832,1.00048930072708,8191.71682725278,6118.42977402441,0.611049291426192
"TIA[23,7]",0.023,-0.027,0.073,0.1,0.229188020868661,0.225885825,0.427353627702787,0.4261422220566,-0.4640473165,0.935408608,1.00047895795913,8114.28799279568,6649.73303166333,0.474470013984107
"TIA[23,8]",0.04,-0.01,0.09,0.1,0.101918805659127,0.100003796,0.44312215458901,0.4457033617974,-0.6258515275,0.8360343115,1.0005581744321,8014.13184430912,6581.19285628595,0.447399863350866
"TIA[23,9]",0.323,0.173,0.473,0.3,0.260833773276925,0.26009181,0.434025495797579,0.4331843133429,-0.4547177305,0.963360883,1.00039715991749,7769.85377183992,6403.38376835689,0.438428128067695
"TIA[23,10]",0.443,0.293,0.593,0.3,0.121972805370006,0.123797155,0.434503409619208,0.435103840752,-0.5894904505,0.836345898,1.00040503945347,8006.470638243,6515.41483038864,0.540211137899896
"TIA[24,1]",0.443,0.293,0.593,0.3,0.392826564094344,0.395668725,0.440650295419848,0.442674344763,-0.32821528,1.109059575,1.00039597333447,7688.96143386595,6346.1406058176,0.443470162399705
"TIA[24,2]",0.8,0.6,1,0.4,0.548868122516183,0.5415683,0.447736154471544,0.45130825845,-0.175190224,1.289502425,1.00042710971383,7002.00913651967,6566.46793048609,0.513332081065962
"TIA[24,3]",0.252,0.102,0.402,0.3,0.363621160324682,0.36597179,0.44506223572208,0.4373555921343,-0.378793735,1.094801775,1.00031153012928,8452.15441997532,6250.22415131485,0.458819046083482
"TIA[24,4]",0.738,0.538,0.938,0.4,0.405567999517611,0.40638313,0.443545244829833,0.446128224549,-0.3219729845,1.141424455,1.00084937125304,8332.67053844581,6510.00688315881,0.554273242731284
"TIA[24,5]",0.226,0.076,0.376,0.3,0.239912355270877,0.237376275,0.435022467466783,0.4334780112138,-0.4681764035,0.9484981555,1.00022348327099,7466.85558753749,6819.19225249863,0.43521769869994
"TIA[24,6]",0.23,0.08,0.38,0.3,0.331785807225802,0.336793105,0.436136853107506,0.428775740715,-0.3927526755,1.04816974,1.00022082868289,7731.67874857382,6645.96775021793,0.447830244927469
"TIA[24,7]",0.612,0.412,0.812,0.4,0.291104167074916,0.28726027,0.439336012815453,0.43466798481792,-0.4298052925,1.02366182,1.00013663660832,7746.34165517518,6668.10693169635,0.544027702170344
"TIA[24,8]",0.363,0.213,0.513,0.3,0.374083872080981,0.36901886,0.43864133120535,0.4345126888431,-0.342723137,1.105526825,1.0004188158552,7747.09087115489,6818.82732322255,0.438753938882295
"TIA[24,9]",0.513,0.313,0.713,0.4,0.609652411154265,0.607856195,0.450455998649716,0.453854861166,-0.120703281,1.347808525,1.00062917788394,6953.86811381643,6512.22442654854,0.460680943252058
"TIA[24,10]",0.784,0.584,0.984,0.4,0.393150600320012,0.387613315,0.441932528246929,0.4442083109226,-0.320452106,1.12597657,1.00022352779872,7884.15694878323,6878.26934805581,0.589951862195543
"TIA[25,1]",1.441,0.841,2.041,1.2,1.15523424924115,1.1530479,0.44327092726974,0.446050054464,0.422709816,1.89453481,1.00037450283976,8035.64367776396,6303.9829893238,0.527377111875339
"TIA[25,2]",0.883,0.583,1.183,0.6,1.08375123773058,1.08789695,0.436782259322049,0.435294436395,0.358376712,1.80194001,1.00004426945751,8236.13242576818,6438.97455290773,0.480682799948236
"TIA[25,3]",1.481,0.881,2.081,1.2,1.08721986515623,1.08467995,0.444951028632782,0.452708433303,0.355409309,1.83602916,1.00077734489259,8173.67675311177,6669.14168294517,0.594154411581465
"TIA[25,4]",1.015,0.715,1.315,0.6,1.10211037621401,1.1022991,0.438701312589681,0.444370720857,0.37790374,1.826678465,1.00094780856688,7993.19035751313,5867.89944075136,0.447239311730137
"TIA[25,5]",1.502,0.902,2.102,1.2,1.1471357717452,1.1512878,0.435572593024405,0.441679201404,0.4246880575,1.872810165,1.00088250841129,7862.28154650026,6210.20846804743,0.561808142387954
"TIA[25,6]",1.331,0.731,1.931,1.2,1.2090001431606,1.205406,0.437015942618494,0.443865324756,0.4955085655,1.922033155,1.00022079633023,7680.66266388418,6599.07908497695,0.453699268574242
"TIA[25,7]",0.984,0.684,1.284,0.6,1.23024997651379,1.22774105,0.442713532593116,0.443466838941,0.509121709,1.96601451,1.0002578635238,7668.83681474899,6337.14188458972,0.506566701891394
"TIA[25,8]",1.138,0.838,1.438,0.6,1.14279893198848,1.13795065,0.442386950135537,0.44720760924,0.412147724,1.878378575,1.00012219246795,7861.59355774516,6646.4088997306,0.442385329912449
"TIA[25,9]",1.191,0.891,1.491,0.6,1.19475528675986,1.1936159,0.437570403923335,0.439936916601,0.4786016035,1.92094517,1.00036834261383,7700.70425694563,6518.62094931836,0.437559169811331
"TIA[25,10]",1.043,0.743,1.343,0.6,1.10778681740842,1.1045775,0.441123742542557,0.4432269765,0.3920855435,1.83403537,1.00002393242607,8060.44815354409,6316.7136105482,0.445828626464401
"TIA[26,1]",-1.081,-1.381,-0.781,0.6,-1.3383410911145,-1.3403003,0.452157969621772,0.44939822487,-2.080506725,-0.586049114,1.00036783816664,7775.33342557311,6879.80677716317,0.520236206751124
"TIA[26,2]",-0.898,-1.198,-0.598,0.6,-1.34705137987175,-1.35214095,0.443746251461575,0.44605229319,-2.080500615,-0.610574415500001,1.0003777317847,7680.14454722466,6142.64219856621,0.631294910171911
"TIA[26,3]",-1.056,-1.356,-0.756,0.6,-1.31060085131738,-1.31633305,0.447636907833466,0.45033026136,-2.040500205,-0.569666685500001,1.00074424282335,7977.2022978379,6873.01535181607,0.514951791332049
"TIA[26,4]",-1.065,-1.365,-0.765,0.6,-1.38054845214025,-1.37915545,0.448783553247962,0.44522129589,-2.129042685,-0.6497284765,1.00030693789273,8114.55700580062,6606.86876491808,0.548591220745708
"TIA[26,5]",-0.756,-0.956,-0.556,0.4,-1.36878522518245,-1.37287345,0.446363487440981,0.45106155381,-2.09151225,-0.633549067500001,1.0002529233305,7802.26852774052,6749.03910369203,0.758103680295124
"TIA[26,6]",-1.039,-1.339,-0.739,0.6,-1.45321524270525,-1.45498325,0.45341789685478,0.44936612658,-2.208064305,-0.709622702,1.00025048312637,7889.24129943848,6644.5364896313,0.614114287412312
"TIA[26,7]",-0.847,-1.147,-0.547,0.6,-1.4153966714131,-1.41687725,0.451083984030119,0.44841348195,-2.156104365,-0.688304840500001,1.00054142901942,7848.44365873944,6807.42070809124,0.725621183626067
"TIA[26,8]",-0.659,-0.859,-0.459,0.4,-1.2919909543735,-1.2943814,0.44638372596846,0.44464226646,-2.028652865,-0.5543892045,1.00033022614846,7541.63311841746,6896.97186583338,0.774539264223776
"TIA[26,9]",-1.309,-1.909,-0.709,1.2,-1.36270077920108,-1.36912255,0.447436399415114,0.43637158236,-2.09272563,-0.617519429500001,1.00041650149251,7720.43096167336,6315.58988622925,0.450619662566919
"TIA[26,10]",-0.851,-1.151,-0.551,0.6,-1.39063700997324,-1.3966335,0.450396989392223,0.44944551981,-2.12988484,-0.660961412,1.0009894720756,7708.65675824033,6822.85892824685,0.7028799281566
"TIA[27,1]",-1.325,-1.925,-0.725,1.2,-1.09202885367033,-1.0944235,0.449154104597099,0.45259604481,-1.84050473,-0.354456694000001,0.99995421627437,7645.56555117148,6016.32757096753,0.505954293659391
"TIA[27,2]",-0.94,-1.24,-0.64,0.6,-1.05340769167901,-1.04544895,0.450755687531471,0.445250391915,-1.790856155,-0.3261991825,1.0004611260317,7308.1954607263,6570.80161863435,0.464775856502574
"TIA[27,3]",-1.04,-1.34,-0.74,0.6,-1.06414808415713,-1.0629347,0.439539954200085,0.442735805946,-1.784353085,-0.344996479500001,1.00006203985421,7562.25703360036,6060.78030304791,0.440175364923181
"TIA[27,4]",-1.051,-1.351,-0.751,0.6,-1.11843460836566,-1.11941525,0.440029803693106,0.435593817813,-1.849652355,-0.398128237000001,1.00020124567921,7221.51535885081,6696.86305165196,0.445139810919116
"TIA[27,5]",-1.052,-1.352,-0.752,0.6,-1.01630571551569,-1.017263,0.446346809198475,0.45693687522,-1.734815495,-0.289791955,1.00039778511396,7491.96327545417,6768.21450884667,0.447743959023734
"TIA[27,6]",-1.432,-2.032,-0.832,1.2,-1.05316622395818,-1.05022325,0.443274461000508,0.443324835513,-1.78404246,-0.3279393015,1.00038855889273,7130.32317285664,5867.10095354618,0.583080368486561
"TIA[27,7]",-0.666,-0.866,-0.466,0.4,-1.07840966671295,-1.0766518,0.447717534366718,0.449367446094,-1.8086643,-0.348894262000001,1.00010289000238,7549.16147577897,6426.459613685,0.608693410021723
"TIA[27,8]",-0.865,-1.165,-0.565,0.6,-0.995103349302668,-1.0005702,0.448522078022564,0.44422661955,-1.72844401,-0.25013204,1.0002401196759,7405.24800101044,6750.24514742775,0.466983714348414
"TIA[27,9]",-1.357,-1.957,-0.757,1.2,-1.09577159560895,-1.1012466,0.442176462234981,0.441069897282,-1.82059392,-0.375118625,1.0002251581515,7623.79624785716,6050.9817839746,0.513552200864107
